epoch,train_loss,train_classification_loss,train_logit_consistency_loss,train_embedding_consistency_loss,development_loss,development_accuracy,development_macro_precision,development_macro_recall,development_macro_f1,backbone_learning_rate,head_learning_rate
1,3.1724259941666215,3.150673825431753,0.02498529739620417,0.3351022108561463,2.7384691277649176,0.3395061728395062,0.3336300147581824,0.33950617283950607,0.28369162441981305,2.3455598455598455e-06,2.3455598455598454e-05
2,1.9929696380816124,1.97297237785878,0.027795864713240276,0.2887616449116189,1.4351316852334104,0.6975308641975309,0.7280176818539991,0.6975308641975309,0.6917469101419713,4.691119691119691e-06,4.691119691119691e-05
3,0.9636321780214339,0.9440024368648912,0.034362395498815375,0.2551452365278462,0.912811373486931,0.7314814814814815,0.7593601871379649,0.7314814814814815,0.7246349962725603,7.036679536679537e-06,7.036679536679536e-05
4,0.5899072016968772,0.5723339251162093,0.030793890027802893,0.22828997492238326,0.7084298153473026,0.7932098765432098,0.8102179199401421,0.7932098765432097,0.7876910976728758,7.49164478652082e-06,7.491644786520819e-05
5,0.4309991384959883,0.4154549220599878,0.02542045821143274,0.20920248256053453,0.606029322117935,0.8364197530864198,0.8491056536950256,0.8364197530864197,0.8285820537189298,7.457912861118184e-06,7.457912861118182e-05
6,0.3433017312882491,0.3289819458200608,0.020761920801620072,0.20334803165844928,0.5749651355507933,0.8302469135802469,0.8561726339504119,0.830246913580247,0.8199315747989364,7.398543434707397e-06,7.398543434707396e-05
7,0.27722366333559706,0.2640864269371018,0.016501497703004898,0.19673873778478598,0.557575308246377,0.8487654320987654,0.8524893830449386,0.8487654320987654,0.8436193364695781,7.313968866727398e-06,7.313968866727397e-05
8,0.2413528778900703,0.22974357461947717,0.012407241820390616,0.18255709534809914,0.5567957736827709,0.8364197530864198,0.8481925481925482,0.8364197530864198,0.8352826084871174,7.204805073736099e-06,7.204805073736098e-05
9,0.21984053718179097,0.2094199612138816,0.009488351789457986,0.17045811145209971,0.5455783541801045,0.8611111111111112,0.8639705973039307,0.8611111111111112,0.857860114478472,7.071847043981547e-06,7.071847043981546e-05
10,0.2026271882156531,0.19320808479815355,0.00840338624160116,0.1547685293595732,0.543398731529958,0.8672839506172839,0.8741139518917296,0.867283950617284,0.8664301851902496,6.916063047878706e-06,6.916063047878705e-05
11,0.1920988571450666,0.1838489519317209,0.005737283011209608,0.1420489768555135,0.5890311998594936,0.8611111111111112,0.8691965018762405,0.8611111111111112,0.8578150739136914,6.738587586554206e-06,6.738587586554205e-05
12,0.18582692820532823,0.17783744023813877,0.006352855444169513,0.13437833839360577,0.5530844676641771,0.8580246913580247,0.8599412932746267,0.8580246913580246,0.8546237461721827,6.540713129811483e-06,6.540713129811483e-05
13,0.17899823172684806,0.17204921738601026,0.005405889559650534,0.11735672457718554,0.580597975617083,0.8765432098765432,0.888528960751183,0.8765432098765432,0.8735491072660724,6.323880703684804e-06,6.323880703684803e-05
14,0.17268567214961406,0.166621474388205,0.00394280531852726,0.1055127313291585,0.5980401608188457,0.8611111111111112,0.8667964751298086,0.8611111111111109,0.8578125196804747,6.08966939612854e-06,6.089669396128539e-05
15,0.17008237931647419,0.16440927543113998,0.003657233598179444,0.09883314398703752,0.6042889175101073,0.8611111111111112,0.8661142174214069,0.8611111111111112,0.8579107224593252,5.839784857266836e-06,5.8397848572668354e-05
16,0.16848696338265767,0.1631625649507767,0.003639895340004134,0.09192838620992354,0.6179668913162294,0.8672839506172839,0.8753003169669837,0.867283950617284,0.8633174894527552,5.576046877950857e-06,5.5760468779508567e-05
17,0.16675866383737253,0.1621556747014876,0.0030727709233394343,0.07976870247979223,0.5952257148522899,0.8734567901234568,0.8808106502550948,0.8734567901234568,0.8709258438447353,5.300376137083147e-06,5.300376137083146e-05
18,0.16352690130840114,0.15913886779252392,0.003151426664524838,0.07515496222509278,0.608283776805234,0.8672839506172839,0.87443215220993,0.867283950617284,0.8660891014514205,5.0147802142220525e-06,5.014780214222052e-05
19,0.16458458563795797,0.16055454759870047,0.0027303914071519194,0.06967919140502259,0.6303438492763189,0.8425925925925926,0.8477429977429979,0.8425925925925926,0.8393532643774192,4.721338969329779e-06,4.721338969329778e-05
20,0.16102369228538907,0.15704719690077099,0.0028672118983475814,0.06806104961368772,0.6400536352714884,0.8734567901234568,0.8821512308354413,0.8734567901234568,0.8674960598593138,4.422189396136477e-06,4.422189396136477e-05
21,0.1571447238739994,0.15369972476252802,0.0018141628188684002,0.06164333500243999,0.632539501896611,0.8549382716049383,0.8620827731938842,0.8549382716049382,0.8526554103077537,4.119510059426138e-06,4.1195100594261377e-05
