seed,accuracy,macro_precision,macro_recall,macro_f1,correct_predictions
42,0.9448559670781893,0.9460315890341425,0.9448559670781895,0.944126671929461,1148
17,0.9407407407407408,0.9410628147877976,0.9407407407407408,0.939848808999142,1143
73,0.9423868312757202,0.9428046324438172,0.9423868312757202,0.9413309608261962,1145
