epoch,train_loss,validation_loss,validation_accuracy,validation_precision,validation_recall,validation_f1,learning_rate
31,1.4626690870449868,1.349657173215607,0.6617283950617284,0.672068317990642,0.6617283950617285,0.6498616235225085,0.00025
32,1.451101975676454,1.351101361675027,0.674074074074074,0.6856273207965523,0.674074074074074,0.6623072919318702,0.00025
33,1.4214240321406613,1.34451562916791,0.6567901234567901,0.6628086130193113,0.6567901234567901,0.6461957774179415,0.00025
34,1.4449501720475562,1.3533665150771905,0.6641975308641975,0.6787506168395252,0.6641975308641975,0.6542849890567838,0.00025
35,1.4546364133740648,1.3477683429364804,0.6592592592592592,0.6745131924096492,0.6592592592592593,0.6499870260205953,0.00025
36,1.4265320483549142,1.3383317985652405,0.6592592592592592,0.6725058366699235,0.6592592592592593,0.650098258646829,0.000125
37,1.4122761337845413,1.3145258632707006,0.6691358024691358,0.6781666958008548,0.669135802469136,0.6605801958835443,0.000125
38,1.4230662587248248,1.3093245535721014,0.674074074074074,0.6852429603547594,0.674074074074074,0.6642878981739501,0.000125
39,1.4091510186960667,1.314949944872915,0.6790123456790124,0.6908632752346203,0.6790123456790125,0.6731492289803268,0.000125
40,1.3849611403029642,1.30492677865205,0.6839506172839506,0.6944629526530784,0.6839506172839508,0.6752571603659017,0.000125
41,1.4076775748052714,1.3108294740135287,0.6814814814814815,0.6918119934760801,0.6814814814814816,0.6725445121050766,0.000125
42,1.394384198129913,1.3078046404285195,0.6962962962962963,0.7072273341967185,0.6962962962962964,0.6892563147644334,0.000125
43,1.3996835031627137,1.3060087657269137,0.6938271604938272,0.7055053924099406,0.6938271604938272,0.6842384652906034,0.000125
44,1.3839695165186752,1.296633807229407,0.6938271604938272,0.7002677988770406,0.6938271604938272,0.6839005241669435,0.000125
45,1.4012181823636278,1.2890011922812756,0.6864197530864198,0.6935718312825295,0.6864197530864198,0.6765091617811871,0.000125
46,1.408815899601689,1.2943162035059046,0.6839506172839506,0.7013558281887353,0.6839506172839507,0.676714503516563,6.25e-05
47,1.3850896017051038,1.2934799435697957,0.6938271604938272,0.7017609077464599,0.6938271604938273,0.685242774363572,6.25e-05
48,1.3807841689498337,1.2927372729336775,0.6938271604938272,0.7054977744993226,0.6938271604938273,0.6861312206812593,6.25e-05
49,1.390003745055493,1.2883607472902463,0.7012345679012346,0.7138642688135292,0.7012345679012347,0.6915323166495493,6.25e-05
50,1.3507552835676404,1.28277168215057,0.7037037037037037,0.7121967764277931,0.7037037037037038,0.6976877836840687,6.25e-05
