fold,nearest_similarity,nearest_same_original_recording,retrieval_activated_at_selected_threshold
3,0.9797237,True,False
4,0.97730064,True,False
1,0.9797237,True,False
1,0.9789852,True,False
2,0.9789852,True,False
3,0.80468035,False,False
2,0.7596403,False,False
4,0.9630326,False,False
3,0.99180496,True,False
1,0.99180496,True,False
5,0.8635627,False,False
5,0.8429955,False,False
3,0.99784374,True,True
2,0.9868051,False,False
5,0.99784374,True,True
5,0.9968945,True,True
3,0.9813974,False,False
1,0.9968945,True,True
3,0.9021433,False,False
3,0.900831,False,False
3,0.8851083,False,False
4,0.87459505,False,False
4,0.8552246,False,False
3,0.99206465,True,False
1,0.99206465,True,False
1,0.9550842,True,False
1,0.8013465,True,False
5,0.9550842,True,False
5,0.9890741,True,False
2,0.9298278,True,False
1,0.9890741,True,False
3,0.99832916,True,True
2,0.98547125,True,False
2,0.99832916,True,True
2,0.99688953,True,True
4,0.97281325,False,False
1,0.99688953,True,True
2,0.98284924,True,False
5,0.8552246,False,False
3,0.98284924,True,False
2,0.9908887,False,False
2,0.9900107,False,False
1,0.98467016,False,False
4,0.9859208,False,False
1,0.97892606,True,False
3,0.8329529,False,False
3,0.97892606,True,False
1,0.9922773,True,False
1,0.93033653,False,False
5,0.9922773,True,False
3,0.99251187,True,False
4,0.99251187,True,False
1,0.99352133,False,False
5,0.9974253,False,True
1,0.9975163,False,True
4,0.8299153,False,False
4,0.8144139,False,False
2,0.8329529,False,False
4,0.7796304,False,False
2,0.9914411,True,False
2,0.9532496,False,False
5,0.9914411,True,False
2,0.9917443,True,False
4,0.9551304,False,False
5,0.9917443,True,False
3,0.9974253,False,True
5,0.9975163,False,True
1,0.99091697,True,False
5,0.9779489,False,False
2,0.99091697,True,False
2,0.963943,False,False
1,0.96221435,False,False
2,0.9724095,False,False
4,0.96838063,False,False
4,0.98337835,False,False
1,0.99829996,True,True
3,0.9880889,False,False
3,0.99829996,True,True
4,0.9661256,True,False
2,0.88088703,True,False
2,0.9661256,True,False
4,0.99779695,True,True
4,0.9915342,False,False
2,0.99779695,True,True
3,0.99326015,True,False
2,0.9483335,False,False
5,0.99326015,True,False
4,0.909994,False,False
5,0.90455276,False,False
4,0.8605363,False,False
4,0.99340355,False,False
3,0.9906595,False,False
2,0.76026773,False,False
3,0.72623855,False,False
2,0.98162127,False,False
1,0.98113585,False,False
4,0.8217738,False,False
2,0.8268809,False,False
3,0.9604788,True,False
3,0.77582645,False,False
1,0.9604788,True,False
4,0.9901143,True,False
4,0.97196513,True,False
1,0.9901143,True,False
4,0.89988047,False,False
4,0.92365515,False,False
5,0.93779165,False,False
1,0.9550951,False,False
5,0.9479025,False,False
3,0.94925606,False,False
2,0.9550951,False,False
3,0.9479025,False,False
5,0.9686713,True,False
3,0.9686713,True,False
5,0.9814523,True,False
5,0.95048916,False,False
2,0.9814523,True,False
2,0.9730659,True,False
3,0.9336684,True,False
4,0.9730659,True,False
3,0.97256094,True,False
5,0.9189947,True,False
5,0.97256094,True,False
4,0.99317753,True,False
1,0.9554589,False,False
3,0.99317753,True,False
5,1.0000004,False,True
4,0.9938536,False,False
2,0.9938536,False,False
3,1.0000004,False,True
5,0.9907003,True,False
2,0.9639847,False,False
3,0.9907003,True,False
2,0.90926653,False,False
1,0.9708259,False,False
2,0.9748844,False,False
5,0.97492695,False,False
1,0.9765452,False,False
3,0.9151596,False,False
5,0.8914257,False,False
1,0.98455465,True,False
4,0.95860404,False,False
2,0.98455465,True,False
1,0.9958232,True,True
5,0.9940766,False,False
4,0.9958232,True,True
1,0.9987339,True,True
3,0.9987339,True,True
5,0.99285924,False,False
1,0.9868231,True,False
2,0.9868231,True,False
4,0.9927099,True,False
4,0.95703703,False,False
1,0.9927099,True,False
2,0.98293984,False,False
3,0.9837517,False,False
1,0.9701067,False,False
3,0.95703703,False,False
2,0.99254215,True,False
4,0.97091836,False,False
3,0.99254215,True,False
4,0.99686,True,True
4,0.9899981,False,False
3,0.99686,True,True
3,0.9804214,False,False
2,0.982485,True,False
3,0.95048916,False,False
4,0.982485,True,False
1,0.98746544,True,False
4,0.96431154,False,False
4,0.98746544,True,False
2,0.9667751,False,False
1,0.9083321,False,False
1,0.9867752,True,False
4,0.9247939,False,False
5,0.9867752,True,False
4,0.8741607,False,False
2,0.99714005,True,True
2,0.9920977,False,False
1,0.99714005,True,True
4,0.9165107,True,False
3,0.80766046,False,False
3,0.9165107,True,False
4,0.9535445,True,False
2,0.9535445,True,False
5,0.99193215,True,False
3,0.99014175,True,False
4,0.99193215,True,False
5,0.9629742,False,False
3,0.93954307,False,False
5,0.97444594,False,False
3,0.9796485,False,False
1,0.9879527,True,False
2,0.9554589,False,False
2,0.9879527,True,False
5,0.9954653,True,True
5,0.97818315,False,False
2,0.9954653,True,True
5,0.863675,False,False
5,0.8544408,False,False
2,0.98491156,True,False
5,0.9123259,False,False
5,0.98491156,True,False
3,0.9968734,True,True
5,0.9808508,False,False
1,0.9968734,True,True
1,0.95085907,False,False
5,0.9562091,False,False
4,0.99336845,False,False
1,0.993536,False,False
4,0.99258834,False,False
2,0.9953739,True,True
2,0.9800002,False,False
3,0.9953739,True,True
2,0.94648886,False,False
1,0.9405774,False,False
2,0.95182073,False,False
2,0.86721325,False,False
2,0.95840675,True,False
3,0.8989752,False,False
5,0.95840675,True,False
1,0.973455,True,False
5,0.95131594,False,False
2,0.973455,True,False
1,0.97252387,True,False
2,0.95131594,False,False
5,0.97252387,True,False
4,0.98804796,True,False
5,0.90774375,False,False
1,0.98804796,True,False
5,0.9896146,True,False
1,0.97243595,False,False
2,0.9896146,True,False
1,0.98835707,True,False
5,0.9548404,False,False
3,0.98835707,True,False
4,0.9730978,False,False
3,0.9712702,False,False
3,0.9533814,False,False
4,0.9804214,False,False
1,0.99331117,True,False
1,0.98721486,False,False
2,0.99331117,True,False
3,0.98344857,True,False
2,0.98344857,True,False
3,0.97864866,True,False
5,0.9519691,False,False
5,0.97864866,True,False
2,0.97923374,True,False
3,0.96431154,False,False
5,0.97923374,True,False
3,0.9817481,True,False
4,0.9817481,True,False
1,0.9181279,False,False
1,0.8913287,False,False
1,0.97492695,False,False
3,0.9765452,False,False
1,0.96690667,False,False
2,0.9902861,True,False
1,0.9712702,False,False
1,0.9902861,True,False
4,0.9470272,False,False
4,0.98004645,True,False
4,0.91757727,False,False
2,0.98004645,True,False
4,0.9943973,True,False
5,0.93954307,False,False
3,0.9943973,True,False
1,0.981027,True,False
3,0.981027,True,False
3,0.8592269,False,False
3,0.8957087,False,False
2,0.9937912,False,False
4,0.9916047,False,False
5,0.8977971,False,False
2,0.92461324,False,False
1,0.97225165,True,False
1,0.92461324,False,False
4,0.97225165,True,False
4,0.9915147,False,False
4,0.98617554,False,False
2,0.8733227,True,False
4,0.906472,True,False
2,0.906472,True,False
2,0.9878644,False,False
4,0.9752014,False,False
4,0.99070483,True,False
5,0.9607874,False,False
1,0.99070483,True,False
5,0.98117924,False,False
3,0.9535975,False,False
1,0.9652,True,False
4,0.9976988,True,True
4,0.9829357,False,False
1,0.9976988,True,True
1,0.98971355,False,False
2,0.9800974,False,False
1,0.9842564,False,False
3,0.9953173,True,True
1,0.98113954,False,False
4,0.9953173,True,True
2,0.9914023,True,False
3,0.9626549,False,False
1,0.9914023,True,False
5,0.9938097,False,False
1,0.99217683,False,False
5,0.99213135,False,False
1,0.994863,False,False
5,0.99330664,False,False
1,0.9935968,False,False
1,0.96933514,False,False
5,0.9357697,False,False
5,0.96593624,True,False
2,0.99650544,False,True
1,0.9959801,False,True
3,0.99643165,True,True
3,0.9961388,True,True
5,0.9961388,True,True
2,0.9915164,True,False
3,0.98088473,False,False
5,0.9915164,True,False
1,0.99539936,True,True
1,0.97369,False,False
3,0.99539936,True,True
1,0.937703,False,False
5,0.9602901,False,False
2,0.9974152,True,True
1,0.98849916,False,False
4,0.9974152,True,True
5,0.9969955,True,True
3,0.9808508,False,False
4,0.9969955,True,True
2,0.99718565,True,True
3,0.98725605,False,False
3,0.99718565,True,True
2,0.9884739,False,False
4,0.9829859,True,False
3,0.96216226,False,False
3,0.9829859,True,False
5,0.9803299,True,False
3,0.9444554,False,False
1,0.9803299,True,False
3,0.9345984,False,False
3,0.9460257,False,False
2,0.9916047,False,False
4,0.9937912,False,False
5,0.9960656,True,True
2,0.9960656,True,True
4,0.99413437,True,False
2,0.97369,False,False
5,0.99413437,True,False
5,0.99028265,False,False
3,0.9864252,False,False
3,0.9794283,False,False
2,0.96925914,False,False
3,0.9710332,False,False
2,0.9484488,False,False
3,0.87893975,False,False
4,0.99649066,True,True
3,0.99649066,True,True
3,0.99508035,True,False
5,0.9742435,False,False
2,0.99508035,True,False
2,0.99713933,True,True
4,0.9812635,False,False
1,0.99713933,True,True
4,0.9954442,True,True
5,0.9692261,False,False
5,0.9954442,True,True
1,0.9647185,False,False
4,0.9559776,False,False
4,0.9681375,False,False
1,0.9896476,False,False
4,0.9898617,False,False
3,0.974247,False,False
2,0.97000355,False,False
1,0.9975011,True,True
4,0.9975011,True,True
4,0.99574125,True,True
1,0.99574125,True,True
5,0.93199426,False,False
3,0.9864433,True,False
2,0.97189784,False,False
4,0.9864433,True,False
3,0.9881216,False,False
1,0.9851382,False,False
1,0.96175003,False,False
5,0.9297756,False,False
2,0.9970674,True,True
3,0.9970674,True,True
2,0.99337584,True,False
4,0.9607874,False,False
3,0.99337584,True,False
3,0.9898163,True,False
4,0.859856,False,False
4,0.9898163,True,False
4,0.99004346,False,False
4,0.9872083,False,False
2,0.9746301,True,False
4,0.8797462,False,False
5,0.9746301,True,False
1,0.98818225,False,False
2,0.9830952,False,False
2,0.99285924,False,False
5,0.9910298,False,False
2,0.9927666,False,False
2,0.9474681,False,False
1,0.9597033,False,False
3,0.9637896,False,False
3,0.9707845,False,False
5,0.9680903,False,False
1,0.9896476,True,False
4,0.9697134,False,False
5,0.9896476,True,False
2,0.91970253,False,False
5,0.9552214,False,False
4,0.9534738,False,False
2,0.94025856,False,False
4,0.9552214,False,False
3,0.77112335,False,False
5,0.9677238,True,False
2,0.9332704,False,False
3,0.9677238,True,False
2,0.9877435,False,False
2,0.98418176,False,False
5,0.99293196,True,False
4,0.98962057,False,False
1,0.99293196,True,False
2,0.9908272,True,False
4,0.98131806,False,False
3,0.9908272,True,False
3,0.9684953,False,False
1,0.9982226,True,True
4,0.9922895,False,False
5,0.9982226,True,True
2,0.8577296,False,False
1,0.9893549,True,False
2,0.97136974,True,False
5,0.9893549,True,False
4,0.82732016,False,False
3,0.72183025,False,False
5,0.98861533,True,False
1,0.98861533,True,False
5,0.95860404,False,False
1,0.95774674,False,False
5,0.97967654,True,False
1,0.932747,False,False
2,0.97967654,True,False
4,0.9681684,False,False
5,0.9512253,False,False
1,0.96455896,True,False
5,0.97097975,True,False
4,0.97097975,True,False
5,0.9919463,True,False
3,0.9919463,True,False
1,0.73584235,False,False
4,0.8576774,False,False
1,0.8320428,False,False
2,0.9829865,True,False
3,0.8451432,False,False
5,0.9829865,True,False
4,0.93975496,True,False
1,0.93975496,True,False
1,0.91801775,True,False
5,0.91801775,True,False
4,0.99413973,True,False
2,0.9982675,True,True
3,0.9982675,True,True
4,0.9950218,True,False
3,0.9919529,True,False
3,0.9950218,True,False
4,0.99772453,True,True
5,0.99772453,True,True
4,0.95645696,True,False
1,0.8863122,False,False
2,0.95645696,True,False
4,0.85303557,True,False
2,0.8945644,True,False
4,0.8945644,True,False
2,0.9609846,True,False
4,0.9414447,True,False
4,0.9609846,True,False
2,0.969266,False,False
5,0.91082484,True,False
3,0.9625554,False,False
4,0.93437445,True,False
5,0.93437445,True,False
5,0.7987968,False,False
2,0.99683326,True,True
5,0.99683326,True,True
2,0.98522544,True,False
4,0.94602436,True,False
5,0.98522544,True,False
1,0.94030523,False,False
1,0.93526506,False,False
1,0.9364068,False,False
5,0.9892727,True,False
3,0.97562,True,False
2,0.9892727,True,False
5,0.9891987,True,False
2,0.98380136,True,False
1,0.9891987,True,False
3,0.9675132,False,False
3,0.93865025,False,False
1,0.97907037,True,False
2,0.97907037,True,False
1,0.97526324,False,False
4,0.989022,True,False
2,0.989022,True,False
3,0.58177286,False,False
3,0.9999944,False,True
3,0.9833466,False,False
4,0.9918677,False,False
3,0.9421694,False,False
2,0.95770353,False,False
5,0.72775954,True,False
3,0.73464924,False,False
5,0.95104146,True,False
2,0.9510416,True,False
2,0.8524171,False,False
5,0.9795989,True,False
3,0.93553805,True,False
2,0.97959894,True,False
5,0.9462769,True,False
4,0.9561945,True,False
5,0.9561945,True,False
5,0.98571444,True,False
3,0.98571444,True,False
4,0.9951341,False,False
3,0.99220496,True,False
1,0.9897909,False,False
1,0.9932698,False,False
5,0.98784554,True,False
3,0.9886464,True,False
2,0.9886464,True,False
5,0.9528381,True,False
1,0.9694704,True,False
5,0.9740833,False,False
3,0.78168696,False,False
3,0.77536356,False,False
4,0.978786,False,False
3,0.9705766,True,False
3,0.9763263,True,False
1,0.99520093,True,False
3,0.99520093,True,False
3,0.82371193,False,False
4,0.7934848,True,False
3,0.7934848,True,False
2,0.7999518,False,False
5,0.9602809,True,False
4,0.8699214,True,False
2,0.9602809,True,False
5,0.94039184,True,False
4,0.94039184,True,False
3,0.95197296,True,False
5,0.88019276,True,False
1,0.95197296,True,False
2,0.9905207,True,False
3,0.99431014,True,False
5,0.99431014,True,False
3,0.9861217,False,False
2,0.9922513,False,False
5,0.99173915,False,False
2,0.9830574,True,False
4,0.8251737,False,False
4,0.9830574,True,False
4,0.989046,True,False
1,0.85536873,True,False
5,0.989046,True,False
1,0.9784155,False,False
1,0.55836505,False,False
2,0.70914936,False,False
1,0.5458511,False,False
2,0.6430943,False,False
1,0.93062395,False,False
4,0.9264049,False,False
2,0.982586,False,False
5,0.9889805,True,False
1,0.984303,True,False
1,0.9889805,True,False
2,0.99331635,False,False
2,0.9980386,True,True
1,0.9980386,True,True
1,0.9779083,True,False
4,0.9130933,True,False
2,0.9779083,True,False
3,0.6869775,False,False
3,0.9829279,True,False
2,0.9829279,True,False
1,0.9780637,True,False
3,0.9087054,False,False
4,0.9780637,True,False
3,0.999826,False,True
1,0.99709326,True,True
5,0.99709326,True,True
3,0.9566292,False,False
4,0.9675732,False,False
1,0.94509596,False,False
4,0.9532536,False,False
3,0.7228453,False,False
5,0.9887525,True,False
4,0.9947479,True,False
1,0.9947479,True,False
2,0.981931,True,False
4,0.9919722,True,False
3,0.9919722,True,False
1,0.8469683,True,False
5,0.9283801,True,False
1,0.92838013,True,False
2,0.9724263,True,False
5,0.9862987,True,False
4,0.9862987,True,False
4,0.9414388,False,False
1,0.995976,True,True
4,0.995976,True,True
5,0.99118805,True,False
1,0.99118805,True,False
4,0.9982126,True,True
1,0.9897098,False,False
1,0.9982126,True,True
2,0.9927062,True,False
4,0.9927062,True,False
5,0.99527526,True,False
4,0.99527526,True,False
4,0.9334272,True,False
5,0.9334272,True,False
5,0.99300945,True,False
1,0.9829565,True,False
1,0.99300945,True,False
2,0.973936,True,False
3,0.97812504,True,False
5,0.97812504,True,False
1,0.9085094,True,False
2,0.94010097,True,False
3,0.94010097,True,False
2,0.9940343,False,False
5,0.98965275,True,False
2,0.98965275,True,False
3,0.9999713,False,True
5,0.9918883,False,False
2,0.9963472,False,True
5,0.79393613,False,False
3,0.95324755,False,False
3,0.9722835,False,False
5,0.99255025,True,False
3,0.99255025,True,False
5,0.991171,False,False
2,0.9907104,False,False
4,0.99021864,True,False
2,0.9691781,False,False
5,0.9657725,False,False
4,0.97056925,True,False
5,0.96788555,False,False
1,0.97056925,True,False
1,0.9957723,True,True
4,0.99100745,False,False
3,0.9957723,True,True
4,0.9366391,True,False
2,0.94918764,False,False
4,0.9329841,False,False
5,0.98142755,False,False
4,0.9834752,False,False
3,0.987791,False,False
1,0.98358715,False,False
3,0.98516095,True,False
1,0.98516095,True,False
4,0.9882984,False,False
1,0.6590967,True,False
3,0.80997497,False,False
3,0.8700925,False,False
3,0.9947939,True,False
5,0.99142444,False,False
2,0.9947939,True,False
5,0.984385,True,False
1,0.984385,True,False
4,0.9884425,True,False
3,0.9603442,False,False
2,0.9884425,True,False
1,0.96414745,False,False
3,0.8706163,True,False
4,0.874053,False,False
5,0.88443935,False,False
5,0.9882984,False,False
3,0.9895841,False,False
2,0.9879087,False,False
3,0.99366605,False,False
2,0.9657223,True,False
3,0.9501051,False,False
4,0.9657223,True,False
5,0.9949015,True,False
3,0.9837359,False,False
2,0.9949015,True,False
3,0.9848769,False,False
5,0.9790248,False,False
2,0.96747035,False,False
2,0.9710613,False,False
2,0.98952734,False,False
2,0.9842996,False,False
4,0.9681463,True,False
5,0.9227985,False,False
3,0.9681463,True,False
1,0.9906404,False,False
4,0.99142444,False,False
1,0.98803,False,False
3,0.98879683,False,False
2,0.9848505,False,False
5,0.98525274,True,False
1,0.99898404,False,True
1,0.9903089,False,False
1,0.9909556,False,False
2,0.9763055,False,False
1,0.99999356,False,True
5,0.98844767,True,False
4,0.98952734,False,False
4,0.98844767,True,False
3,0.8771603,False,False
2,0.88360333,False,False
1,0.87743926,False,False
4,0.9362397,False,False
4,0.7929312,True,False
1,0.82218826,False,False
1,0.99279773,True,False
2,0.9506651,False,False
3,0.99279773,True,False
4,0.9861075,True,False
4,0.9189769,False,False
5,0.9861075,True,False
5,0.93110406,False,False
2,0.91312754,False,False
2,0.9973127,True,True
4,0.9703095,False,False
1,0.9973127,True,True
3,0.9928106,True,False
5,0.9928106,True,False
5,0.98789936,False,False
4,0.9852352,False,False
5,0.9871576,False,False
4,0.99898404,False,True
1,0.98886967,False,False
1,0.99096274,True,False
3,0.99999356,False,True
4,0.9962654,True,True
1,0.9896178,False,False
1,0.9962654,True,True
2,0.9870811,False,False
1,0.9641595,True,False
5,0.93718106,False,False
5,0.9641595,True,False
5,0.9493649,False,False
2,0.9379754,False,False
2,0.99409795,True,False
1,0.9907104,False,False
5,0.99409795,True,False
1,0.97768015,True,False
3,0.93898165,False,False
2,0.97768015,True,False
5,0.9905279,False,False
3,0.9878702,False,False
4,0.9897526,True,False
1,0.9768611,False,False
4,0.9063522,True,False
4,0.846575,False,False
5,0.9063522,True,False
5,0.9930005,False,False
2,0.99055517,False,False
5,0.9916265,False,False
2,0.9849374,True,False
1,0.9672382,False,False
4,0.9849374,True,False
3,0.98872113,False,False
1,0.9863653,False,False
5,0.9819431,True,False
1,0.9819431,True,False
3,0.93077934,False,False
2,0.92666405,True,False
3,0.9272979,False,False
4,0.92038083,False,False
3,0.98716134,False,False
3,0.98870635,False,False
1,0.9842479,True,False
4,0.9857743,False,False
2,0.9842479,True,False
3,0.9816182,False,False
2,0.98590136,False,False
3,0.979264,False,False
2,0.9766116,False,False
3,0.98463356,False,False
2,0.9854563,False,False
2,0.9801242,False,False
1,0.98444295,False,False
2,0.979264,False,False
4,0.9681576,False,False
4,0.97227,False,False
3,0.9784561,True,False
2,0.9648719,False,False
5,0.9784561,True,False
4,0.9863733,True,False
2,0.96229094,False,False
1,0.9863733,True,False
4,0.92687464,False,False
5,0.5583937,False,False
3,0.9539187,True,False
1,0.74153125,True,False
1,0.9539187,True,False
3,0.9931319,False,False
2,0.99267644,False,False
5,0.98753345,False,False
1,0.9799508,False,False
5,0.9914786,True,False
5,0.99131465,False,False
1,0.9914786,True,False
2,0.9678569,False,False
4,0.9643761,False,False
4,0.9953442,True,True
5,0.9931319,False,False
1,0.9953442,True,True
4,0.9596068,False,False
4,0.94047356,False,False
5,0.9770981,True,False
3,0.8120374,False,False
2,0.9770981,True,False
4,0.98654747,True,False
2,0.95512843,False,False
3,0.98654747,True,False
5,0.9895522,True,False
2,0.9570251,False,False
3,0.9895522,True,False
2,0.98498285,True,False
4,0.98498285,True,False
4,0.9416821,False,False
3,0.9627254,False,False
5,0.9217222,False,False
1,0.83185786,False,False
3,0.8857386,True,False
2,0.9933342,False,False
2,0.990965,False,False
2,0.9541321,False,False
5,0.9363817,False,False
2,0.99985147,False,True
5,0.9955715,False,True
4,0.9994247,False,True
1,0.99985147,False,True
2,0.9994247,False,True
2,0.9903808,False,False
1,0.9844135,True,False
2,0.95463157,True,False
2,0.9844135,True,False
2,0.7653501,False,False
4,0.74399716,False,False
1,0.9815812,False,False
1,0.969074,False,False
4,0.9728079,False,False
4,0.9851382,False,False
2,0.9881216,False,False
4,0.96770626,True,False
1,0.9216263,False,False
5,0.96770626,True,False
1,0.99398375,False,False
3,0.9899981,False,False
2,0.970519,False,False
4,0.9692589,False,False
4,0.95884407,False,False
5,0.993536,False,False
4,0.9897562,False,False
1,0.57079333,False,False
1,0.634202,False,False
1,0.5902357,False,False
5,0.9967122,False,True
2,0.9938667,True,False
1,0.9566837,False,False
5,0.9938667,True,False
3,0.9862145,False,False
4,0.97942203,False,False
5,0.9855013,True,False
1,0.9964948,True,True
1,0.9874002,False,False
5,0.9964948,True,True
2,0.9888173,True,False
5,0.97616595,False,False
3,0.9888173,True,False
1,0.9904788,True,False
1,0.9874525,False,False
5,0.9904788,True,False
4,0.9601383,True,False
1,0.9206226,True,False
5,0.9601383,True,False
3,0.89406693,False,False
4,0.89794016,False,False
2,0.97702014,False,False
1,0.98322207,False,False
3,0.9347036,False,False
3,0.948757,False,False
5,0.99471587,False,False
4,0.9941719,False,False
4,0.9870994,False,False
4,0.98493814,False,False
4,0.9837706,False,False
5,0.9973581,True,True
3,0.991845,False,False
2,0.9973581,True,True
4,0.9955715,False,True
3,0.99456835,False,False
3,0.97407633,False,False
2,0.9642231,False,False
3,0.97162485,False,False
5,0.990895,False,False
1,0.9873694,False,False
1,0.9863369,False,False
3,0.9882834,False,False
1,0.98781526,False,False
2,0.99572873,True,True
3,0.9937996,False,False
5,0.99572873,True,True
3,0.98535734,False,False
5,0.9940731,False,False
4,0.9942973,False,False
1,0.993957,False,False
1,0.9923675,False,False
5,0.9972204,True,True
2,0.9937996,False,False
3,0.9972204,True,True
3,0.98816085,False,False
5,0.9794974,False,False
3,0.9876694,False,False
1,0.9959804,False,True
5,0.99282515,False,False
4,0.9877435,False,False
2,0.9894462,False,False
1,0.97391826,False,False
5,0.9414238,False,False
2,0.9576213,True,False
5,0.9737653,True,False
4,0.9737653,True,False
3,0.8507989,False,False
2,0.979456,True,False
4,0.94819117,False,False
1,0.979456,True,False
4,0.9307164,True,False
5,0.9307164,True,False
5,0.9861746,True,False
2,0.9861746,True,False
1,0.9954732,True,True
5,0.9880445,False,False
4,0.9954732,True,True
2,0.9939952,True,False
2,0.98721486,False,False
3,0.9939952,True,False
5,0.83388555,False,False
3,0.89307183,False,False
4,0.99370635,True,False
3,0.9967122,False,True
1,0.99370635,True,False
3,0.99063826,True,False
1,0.9883219,False,False
5,0.99063826,True,False
4,0.9924601,False,False
5,0.9882125,False,False
4,0.991699,False,False
3,0.9918679,False,False
2,0.9940731,False,False
3,0.99396396,False,False
4,0.9955816,False,True
1,0.9945824,False,False
5,0.9955816,False,True
3,0.9947244,False,False
2,0.9884589,False,False
3,0.97985196,False,False
3,0.99081457,True,False
2,0.9814184,False,False
2,0.99081457,True,False
2,0.96324503,True,False
4,0.96324503,True,False
1,0.97833717,False,False
5,0.9920981,True,False
1,0.9914031,False,False
1,0.9920981,True,False
2,0.9942973,False,False
3,0.9925997,False,False
2,0.9913256,True,False
3,0.9914031,False,False
4,0.9913256,True,False
2,0.989349,True,False
4,0.98716134,False,False
1,0.989349,True,False
5,0.9830022,False,False
4,0.9883064,False,False
5,0.99052894,False,False
5,0.98798424,False,False
2,0.99453735,True,False
1,0.9924601,False,False
3,0.99453735,True,False
1,0.95396733,True,False
3,0.88332975,False,False
3,0.95396733,True,False
5,0.98632336,False,False
5,0.9887494,False,False
4,0.9406758,False,False
3,0.8517511,False,False
1,0.91437125,False,False
4,0.86678314,False,False
4,0.9016366,False,False
4,0.92582655,False,False
3,0.9315164,False,False
2,0.8186133,False,False
2,0.866179,False,False
2,0.9633044,True,False
2,0.8577877,True,False
4,0.9633044,True,False
1,0.87710917,False,False
2,0.8975752,False,False
1,0.90232396,False,False
2,0.7222134,False,False
2,0.7687259,False,False
5,0.93411195,True,False
2,0.93411195,True,False
3,0.88966477,False,False
5,0.88667977,False,False
5,0.9382154,False,False
1,0.9565672,True,False
2,0.9382154,False,False
4,0.9565672,True,False
2,0.90536004,False,False
1,0.923414,False,False
5,0.96280515,True,False
2,0.7552467,False,False
3,0.96280515,True,False
2,0.9618013,True,False
3,0.78032964,True,False
1,0.9618013,True,False
4,0.9869318,True,False
3,0.9869318,True,False
3,0.9695187,True,False
4,0.7934999,True,False
2,0.9695187,True,False
3,0.9899844,True,False
5,0.9848357,False,False
1,0.9899844,True,False
4,0.9872123,True,False
3,0.97534686,False,False
1,0.9872123,True,False
1,0.73076355,False,False
1,0.7111033,False,False
1,0.9912839,True,False
3,0.9558239,False,False
3,0.9912839,True,False
5,0.74238116,False,False
1,0.85559684,False,False
1,0.74112093,False,False
4,0.6206794,False,False
5,0.80583644,True,False
4,0.7138069,False,False
4,0.80583644,True,False
5,0.8892416,True,False
2,0.72623855,False,False
4,0.8892416,True,False
4,0.84983975,True,False
3,0.871208,False,False
5,0.9814789,True,False
1,0.96155286,False,False
1,0.9814789,True,False
2,0.9847076,False,False
2,0.982631,False,False
5,0.98433125,True,False
3,0.98433125,True,False
2,0.931147,False,False
1,0.923915,False,False
4,0.9705584,False,False
3,0.98332787,False,False
4,0.9774934,False,False
4,0.9471633,False,False
2,0.95152116,False,False
4,0.9512713,False,False
1,0.9859283,True,False
3,0.901126,False,False
5,0.9859283,True,False
3,0.91551614,False,False
3,0.9107332,False,False
5,0.9830676,True,False
3,0.88149536,False,False
1,0.9830676,True,False
1,0.8358896,False,False
1,0.836166,False,False
3,0.9853626,True,False
3,0.8522216,True,False
2,0.9853626,True,False
3,0.9914846,True,False
2,0.74111176,True,False
2,0.9914846,True,False
1,0.98771125,False,False
5,0.98432404,False,False
5,0.98290455,False,False
4,0.7753214,True,False
3,0.7753214,True,False
3,0.89565414,False,False
1,0.91014063,False,False
4,0.9629427,False,False
1,0.9567603,False,False
4,0.95370543,True,False
5,0.9629427,False,False
3,0.9567603,False,False
4,0.93990856,True,False
5,0.817596,False,False
3,0.93990856,True,False
4,0.91987824,False,False
4,0.94347227,False,False
3,0.9741663,True,False
1,0.9656259,False,False
2,0.9741663,True,False
4,0.9787438,True,False
4,0.94618607,False,False
5,0.9787438,True,False
5,0.9809724,True,False
4,0.91608715,True,False
1,0.9809724,True,False
1,0.7649321,True,False
4,0.7900293,True,False
1,0.7900293,True,False
2,0.5716884,True,False
1,0.8133013,False,False
5,0.62580717,False,False
5,0.8614676,False,False
5,0.6021796,False,False
5,0.92189753,False,False
1,0.91522855,True,False
4,0.82907283,True,False
3,0.91522855,True,False
2,0.738752,False,False
2,0.88649875,True,False
4,0.88649875,True,False
4,0.983951,True,False
3,0.93262744,True,False
3,0.983951,True,False
1,0.9098042,True,False
4,0.929806,True,False
1,0.929806,True,False
5,0.9183291,False,False
3,0.9257796,False,False
5,0.91846615,False,False
5,0.91279423,False,False
2,0.9601876,True,False
1,0.9601876,True,False
5,0.9754604,True,False
4,0.9376302,False,False
2,0.9754604,True,False
2,0.97052836,True,False
3,0.9157971,False,False
1,0.97052836,True,False
1,0.9375158,False,False
2,0.92599094,False,False
1,0.9663113,True,False
3,0.9663113,True,False
3,0.9761593,True,False
4,0.961015,False,False
1,0.9761593,True,False
4,0.9745216,True,False
5,0.9114549,False,False
5,0.9745216,True,False
5,0.9736169,True,False
4,0.9444741,False,False
3,0.9736169,True,False
5,0.8601496,False,False
2,0.8531877,True,False
5,0.9257796,False,False
5,0.89215136,False,False
3,0.91279423,False,False
2,0.8679756,True,False
3,0.9119125,False,False
1,0.9572205,True,False
5,0.8877297,False,False
